filename	title	artist	place	date	caption	description	permalink	image_url
2002700155.jpg	Gaikokujin sen no uchi: jōkisen	Utagawa, Hiroshige, 1826-1869, artist Utagawa, Hiroshige, 1842?-1894, artist	Japan	1861	Japanese print showing a Japanese man and boy standing on the shore of a harbor in which is docked an American steamship, possibly Commodore Perry's ship.	- Caption label from exhibit "Collecting Memories": When Japan's port cities opened to foreign trade, it ended two centuries of relative seclusion under the country's policy of sakoku, or "locked country." Japanese artists published colorful woodcut portraits detailing the unfamiliar customs and dress of North Americans, Western Europeans, and Russians who landed on their soil along with the technology and trade they brought with them. Artists, including Hiroshige Utagawa, recorded a wealth of detail and found a ready market for these popular prints both at home and abroad. This, in turn, increased cultural awareness in both the east and west. Here Commodore Perry is depicted in a stylized portrait produced after his first trip to Japan. - Title from item. - Print created by either Hiroshige II or Hiroshige III. - Signature: Hiroshige ga. - Seal date: Cock 2. - Annotation in pencil on mount: Commodore Perry in Japan. - Annotations, stamps, etc. on verso of print: 7; 47623a. - Earlier control number: 4162-5. - Gift; Mrs. E. Crane Chadbourne; 1930 (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Exhibited: "Collecting Memories: Treasures from the Library of Congress" at the Library of Congress, Thomas Jefferson Building, NW Curtain, Treasure Gallery, Washington, D.C., June 2024 - December 2025. - Ships--American--Japan--1860-1870 - Harbors--Japan--1860-1870 Woodcuts--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870 1 print on hōsho paper : woodcut, color ; 37.3 x 25 cm. (block), 34.5 x 23 cm. (sheet)	https://www.loc.gov/item/2002700155/	https://tile.loc.gov/storage-services/service/pnp/ppmsca/74500/74589r.jpg
2002700156.jpg	Igirisu rondon taikō	Utagawa, Hiroshige, 1826-1869, artist Utagawa, Hiroshige, 1842?-1894, artist	England London	1868	Japanese triptych (one section only) print shows ships in a harbor with women and men walking and riding horses in the foreground.	- Title from item. - Print created by either Hiroshige II or Hiroshige III. - Signature: Hiroshige ga. - Seal date: Dragon 10. - From series entitled: Images of the western world. - One section of triptych. Other two sections are missing. - Annotations, stamps, etc. on verso of print: 18; 47623a (white label); LC2585. - Earlier control number: 4162-18. - Gift; Mrs. E. Crane Chadbourne; 1930 (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Ships--England--London--1860-1870 - Harbors--England--London--1860-1870 Triptychs--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870 Triptychs--Japanese--Color--1860-1870 1 print on hōsho paper : woodcut, color ; 35 x 24 cm. (block), 37 x 25 cm. (sheet)	https://www.loc.gov/item/2002700156/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10300/3g10393r.jpg
2002700117.jpg	[Yokohama hatoba]		Fuji Japan Mount Port of Yokohama		Japanese print shows three-masted ship in Yokohama harbor with Mount Fuji in the background.	- Title devised by Library staff. - Single panel of a triptych. - Annotations, stamps, etc. on verso of print: 184; 47623a; LC2585. - Earlier control number: 236.3-32. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Ships--Japan--Yokohama--1850-1900 - Yokohama, Port of (Japan)--1850-1900 - Jetties--Japan--Yokohama--1850-1900 - Fuji, Mount (Japan)--1850-1900 Woodcuts--Japanese--Color--1850-1900. Woodcuts--Japanese--Color--1850-1900 1 print on hōsho paper : woodcut, color ; 32 x 23.2 cm. (block), 36.3 x 24 cm. (sheet)	https://www.loc.gov/item/2002700117/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10300/3g10375r.jpg
2002700158.jpg	Yokohama kaigan tetsudō jōkisha no zu	Utagawa, Hiroshige, 1842?-1894, artist	Japan Port of Yokohama	1872	Japanese triptych print showing foreigners watching a train carrying passengers going by as Western battleships and Japanese sailboats sail in the Yokohama harbor.	- Title from item. - Signature: Hiroshige ga. - Triptych, one mat. - Number 395 stamped along left side of left panel; possibly indicates impression no. 395 of this issue. - Annotations, stamps, etc. on verso of right panel: LC2585; on verso of center panel: LC2585; on verso of left panel: 47623. - Seal date is illegible. - Yokohama : prints from nineteenth-century Japan / Ann Yonemura. Washington, D.C. : Arthur M. Sackler Gallery : Smithsonian Institution Press, c1990, No. 79 (pp. 182-183) - Earlier control number: 8. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Source of name (700): LCNA. Attribution to Hiroshige III from Yonemura. - City & town life--Japan--Yokohama-shi--1870-1880 - Railroads--Japan--Yokohama-shi--1870-1880 - Yokohama, Port of (Japan)--1870-1880 Triptychs--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880 Triptychs--Japanese--Color--1870-1880 1 print on hōsho paper : woodcut, color ; 34.5 x 34.6 cm. (block), 34.5 x 34.6 cm. (sheet)	https://www.loc.gov/item/2002700158/	https://tile.loc.gov/storage-services/service/pnp/cph/3b50000/3b52000/3b52200/3b52234r.jpg
2002700159.jpg	Bokusui tsutsumi hanazakari no zu	Utagawa, Hiroshige, 1842?-1894, artist Utagawa, Hiroshige, 1842?-1894, engraver	Japan Sumida River	1881	Japanese triptych print showing Japanese and foreign people walking along the Sumida River among cherry trees in full bloom.	- Title from item. - Signature: Motome ni ōzu Hiroshige ga (by request). - From series entitled: Tōkyō meisho dai ichi no shōkei (The most beautiful place in Tokyo). - Annotations, stamps, etc. on verso of print: 4162-7; 47623a (white label); 997-1. - Earlier control number: 4162-7. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Form of name (100) in original record: Ando, Hiroshige III; Source of name (100): LCNA; Per NAR, Ando, Tokubei is alternate name for Ando, Hiroshige(Hiroshige I). Per Lane, Tokubei is an alternate name for both Hiroshige I and Hiroshige III. Dates would argue that would be III rather than I. Could an artist be also the engraver? Presumably, could be. If so, would he use a different name in his engraver's capacity? Need to find out where 700 came from. Several records - Foreign visitors--Japan--1880-1890 - Cherry trees--Japan--1880-1890 - Sumida River (Japan)--1880-1890 Triptychs--Japanese--Color--1880-1890. Woodcuts--Japanese--Color--1880-1890. Woodcuts--Japanese--Color--1880-1890 Triptychs--Japanese--Color--1880-1890 1 print on hōsho paper : woodcut, color ; 34.9 x 72.3 cm. (block), 34.9 x 72.4 cm. (sheet).	https://www.loc.gov/item/2002700159/	https://tile.loc.gov/storage-services/service/pnp/ppmsca/57400/57452r.jpg
2002700160.jpg	Igirisu tame tori	Utagawa, Hiroshige, 1842?-1894, artist		1877	Japanese print shows polo match in progress as spectators observe.	- Title from item. - Signature: Hiroshige ga. - Seal date: Meiji 4/7/10. - From series entitled: Bankoku kokubutsu zukushi (Curious things of various countries). - Annotations, stamps, etc. on verso of print: 12; LC2585; 47623a; 33. - Earlier control number: 4162-12. - Gift; Mrs. E. Crane Chadbourne; 1930 (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Polo--1870-1880 Woodcuts--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880 1 print on hōsho paper : woodcut, color ; 20.7 x 26.5 cm. (block), 20.7 x 26.5 cm. (sheet)	https://www.loc.gov/item/2002700160/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10300/3g10396r.jpg
2002700166.jpg	Tōkyō meishō Takanawa no shinkei	Utagawa, Hiroshige, 1842?-1894, artist	Japan Tokyo		Japanese triptych print showing a busy street with people walking; riding in carriages, on horseback, and in a litter; many small and large boats sail in a sea; the sun rises in the background.	- Title from item. - Signature: Hiroshige ga. - Seal date: Horse 3. - Triptych matted in 3 sections: right (46a), center (46b), left (46c). Second impression is in 2 sections: right (47a), center (47b). - Library has two impressions. - Annotations, stamps, etc. on verso of print: 15; 47623a. - Earlier control number: 4162-16. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Former call number of no. 46c: FP 2 - Chadbourne, no. 45 - City & town life--Japan--Tokyo--1870 - Sunrises & sunsets--1870 - Bodies of water--Japan--Tokyo--1870 - Vehicles--Japanese--Japan--Tokyo--1870 Triptychs--Japanese--Color--1870. Woodcuts--Japanese--Color--1870. Woodcuts--Japanese--Color--1870 Triptychs--Japanese--Color--1870 1 print on hōsho paper (3 sheets) : woodcut, color ; each block 35.5 x 24 cm., each sheet 36.5 x 24.6 cm. 1 print on hōsho paper (2 sheets) : woodcut, color ; each block 35.5 x 24 cm., each sheet 36.5 x 24.6 cm.	https://www.loc.gov/item/2002700166/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10409r.jpg
2002700171.jpg	Tōkyō Shinagawa oki no kurofune	Utagawa, Hiroshige, 1842?-1894, artist	Japan Tokyo		Japanese print showing war ship with three masts and multiple cannons bearing English(?) flags and emitting a large plume of smoke.	- Title from item. - Signature: Hiroshige ga. - From series entitled: Tōkyō meishō zue (Famous places in Tokyo). - Annotations, stamps, etc. on verso of print: 9; 6; LC2585; 47623a (white label). - Earlier control number: 4162-9. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Warships--Japan--Tokyo--1870 Woodcuts--Japanese--Color--1870. Woodcuts--Japanese--Color--1870 1 print on hōsho paper : woodcut, color ; 33.5 x 22.5 cm. (block), 37 x 23.5 cm. (sheet)	https://www.loc.gov/item/2002700171/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10403r.jpg
2002700118.jpg	Amerikatsūjin		Japan		Japanese print with text shows an American naval personnel(?) with a Japanese person(?) apparently feeling jolly.	- Title from item. - Text may be by Kōtaku Kioro. - Mounted with no. 5 b. - Annotations, stamps, etc. on verso of print: 26; 47623a. On recto: 26-1. - Earlier control number: 4798.5-1. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - No NAR for 700; what is image about? - Foreign visitors--American--Japan--1800-1900 - Military personnel--American--Japan--1800-1900 Woodcuts--Japanese--1800-1900. Woodcuts--Japanese--1800-1900 1 print on hōsho paper : woodcut, b&w ; 14.5 x 20.0 (block), 18 x 23.5 cm. (sheet)	https://www.loc.gov/item/2002700118/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10300/3g10361r.jpg
2002700119.jpg	Odoke sanjūroku kasen		Japan		Japanese prints shows eight scenes and text with various people and activities including Americans; ship; Japanese men tying a bundle, reading, fishing, and playing a game.	- Title from item. - Mounted with no. 5a. - Annotations, stamps, etc. on verso of print: 26; 47623a. On recto: 26-2. - Earlier control number: 4798.5-1. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Poetry - Foreign visitors--American--Japan--1800-1900 - People--Japanese--1800-1900 - Ships--Japan--1800-1900 Woodcuts--Japanese--1800-1900. Woodcuts--Japanese--1800-1900 1 print on hōsho paper : woodcut, b&w ; 14.8 x 20.3 cm. (block), 18 x 23.4 cm. (sheet)	https://www.loc.gov/item/2002700119/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10300/3g10362r.jpg
2002700172.jpg	Tsukiji kaigunshō...	Utagawa, Hiroshige, 1842?-1894, artist	Japan Tokyo	1877 1877-10-05	Japanese triptych print showing foreigners gathered around a hot air balloon surrounded by a crowd of spectators.	- Title from item. - Signature: Hiroshige ga. - Similar triptych print reproduced in Yokohama : prints from nineteenth-century Japan by Ann Yonemura, 1990, no. 82 (pp. 186-187) is entitled Tsukiji Kaifunshō Sōrenjō ni oite fūsen otameshi no zu. - Seal date: Meiji 10/5/1877. - Triptych, one mount. - Dimensions are approximate for each section of triptych. - Some worm damage on right panel. - Annotations, stamps, etc. on verso of left panel: BCL [Bella C. Landauer ownership stamp]. Inscription to right of publisher block: (25 sen) [price block]. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Originally collected by Bella C. Landauer. - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Yonemura no. 82 is similar but not identical and reversed with more complete title use? - Balloon ascensions--Japan--Tokyo--1870-1880 - Foreign visitors--Japan--Tokyo--1870-1880 Triptychs--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880 Triptychs--Japanese--Color--1870-1880 1 print on hōsho paper (3 sheets) : woodcut, color ; 36.2 x 23.9 cm. (each block), 36.2 x 23.9 cm. (each sheet)	https://www.loc.gov/item/2002700172/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10900/3g10935r.jpg
2002700173.jpg	Ueno kōen naikoku kangyō daini hakurankai bijutsukan narabini [shojo] funsuiki no zu	Utagawa, Hiroshige, 1842?-1894, artist Utagawa, Hiroshige, 1842?-1894, engraver	Japan Tokyo Ueno Kōen	1881	Japanese triptych print showing people gathered at Ueno Park, most of them viewing a fountain with goldfish.	- Title from item. - Signature: Hiroshige ga. Engraver's name given as Andō Tokubei, an alternate form of the artist's name. - Seal date: Meiji 14. - Triptych matted in 3 sections: right (51a), center (51b), left (51c). - Written in pencil on mat: 4162.20-3. - Annotations, stamps, etc. on verso of print: 16. Labels: (Fine arts building), (Fountain). - Earlier control number: 4162.20. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Exhibitions--Japan--Tokyo--1880-1890 - People--Japan--Tokyo--1880-1890 - Fountains--Japan--Tokyo--1880-1890 - Ueno Kōen (Tokyo, Japan) Triptychs--Japanese--Color--1880-1890. Woodcuts--Japanese--Color--1880-1890. Woodcuts--Japanese--Color--1880-1890 Triptychs--Japanese--Color--1880-1890 1 print on hōsho paper (3 sheets) : woodcut, color ; each block 36.2 x 24.2 cm., each sheet 37.5 x 25 cm.	https://www.loc.gov/item/2002700173/	https://tile.loc.gov/storage-services/service/pnp/ppmsca/57400/57455r.jpg
2002700176.jpg	Yokohama ijin kan no zu	Utagawa, Hiroshige, 1842?-1894, artist	Japan Yokohama	1861	Japanese triptych print showing Japanese and foreign people gathered at the foreign settlement house in Yokohama; shops and street vendors; ships in background.	- Title from item. - Signature: Hiroshige ga. - Seal date: Cock 10. - "Horikō Fuka Chō." - Annotations, stamps, etc. on verso of print: 50; 47623a; 1010. - Earlier control number: 4162.13. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Foreign visitors--Japan--Yokohama-shi--1860-1870 - Lodging houses--Japan--Yokohama-shi--1860-1870 - Stores & shops--Japan--Yokohama-shi--1860-1870 - Street vendors--Japan--Yokohama-shi--1860-1870 Triptychs--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870 Triptychs--Japanese--Color--1860-1870 1 print on hōsho paper (3 sheets) : woodcut, color ; 36.4 x 72 cm. (each block), 36.8 x 72.6 cm. (each sheet)	https://www.loc.gov/item/2002700176/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10900/3g10936r.jpg
2002700182.jpg	Ueno [shinobazu] keiba no zu	Hashimoto, Chikanobu, 1838-1912, artist Hashimoto, Chikanobu, 1838-1912, engraver	Japan Tokyo		Japanese triptych print showing jockeys on horseback racing around a track surrounding a lake. A Japanese military officer and Japanese women view the race from an elaborately decorated grandstand. Animals and objects fall from the sky.	- Title from item. - Signature: Yōshū Chikanobu fude; Hashimoto Naoyoshi (engraver). - Triptych, one mount. - Annotations, stamps, etc. on verso of print: 20; 47623a; 4715-1. - Earlier control number: 4715-1. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Source of name (100): Lane, p. 214. - Horse racing--Japan--Tokyo--1880-1890 - Military officers--Japanese--Japan--Tokyo--1880-1890 - Japanese--Women--Japan--Tokyo--1880-1890 Triptychs--Japanese--Color--1880-1890. Woodcuts--Japanese--Color--1880-1890. Woodcuts--Japanese--Color--1880-1890 Triptychs--Japanese--Color--1880-1890 1 print on hōsho paper (3 sheets) : woodcut, color ; 35.9 x 71.2 cm. (each block), 37 x 72.1 cm. (each sheet)	https://www.loc.gov/item/2002700182/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10900/3g10933r.jpg
2002700183.jpg	Bankoku jinbutsu no uchi: Oranda fujin	Hirasawa, Kuniaki, 1835-1888, artist		1861	Japanese print showing two standing women in Western dress.	- Title from item. - Signature: Kuniaki ga. - Seal date: Cock 5. - From series entitled: Bankoku jinbutsu no uchi (People of various nations). - Annotations, stamps, etc. on verso of print: 30; 47623a. - Earlier control number: 30. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Source of name (100): Lane, p. 294; No NAR. - Dutch--Clothing & dress--1860-1870 - Dutch--Women--1860-1870 Woodcuts--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870 1 print on hōsho paper : woodcut, color ; 33 x 24 cm. (block), 37 x 24.5 cm. (sheet)	https://www.loc.gov/item/2002700183/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10431r.jpg
2002700184.jpg	Bankoku jinbutsu no uchi: Amerikajin	Hirasawa, Kuniaki, 1835-1888, artist		1861	Japanese print showing standing woman and man, who is smoking a cigarette.	- Signature: Kuniaki ga. - Seal date: Cock 5. - From series entitled: Bankoku jinbutsu no uchi (People of various nations). - Annotations, stamps, etc. on verso of print: 29; 47623a (white label). - Yokohama : prints from nineteenth-century Japan / Ann Yonemura. Washington, D.C. : Arthur M. Sackler Gallery : Smithsonian Institution Press, c1990, no. 26 - Earlier number: 4887-1. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Source of name (100): Lane, p. 294; No NAR. - Americans--Clothing & dress--1860-1870 - Smoking--1860-1870 Woodcuts--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870 1 print on hōsho paper : woodcut, color ; 34 x 23 cm. (block), 36.6 x 25 cm. (sheet)	https://www.loc.gov/item/2002700184/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10411r.jpg
2002700185.jpg	[Sugoroku game]	Utagawa, Hiroshige, 1826-1869, artist	Japan	1860	Japanese print shows three scenes from part of a Sugoroku game board (?): a Japanese woman and man walking near a bridge; a foreign man smoking a pipe; and Japanese women, possibly geishas, entertaining foreign men.	- Title devised by Library staff. - One of a satirical series; reinterpretation of the popular family game sugoroku, a game similar to backgammon. - Annotations, stamps, etc. on verso of print: 171; 47623a. - Earlier control number: 236.3-20. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - DDE: Which Hiroshige is this? KC: not clear what is the connection to Sugoroku - sent email to KB to ask Yoko for more info. No response as of 3/19/03. - Foreign visitors--Japan--1860 - Smoking--1860 - Entertainers--Japan--1860 - Sugoroku (Game)--1860 Gameboards--Japanese--Color--1860. Woodcuts--Japanese--Color--1860. Woodcuts--Japanese--Color--1860 Gameboards--Japanese--Color--1860 1 print on hōsho paper : woodcut, color ; 24.5 x 33 cm. (block), 26 x 37 cm. (sheet)	https://www.loc.gov/item/2002700185/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10412r.jpg
2002700186.jpg	Genji monogatari 54	Andō, Hiroshige, 1797-1858, artist Murasaki Shikibu, 978?-, author	Japanese		Japanese print showing scene from Murasaki Shikibu's Tale of Genji with elaborately dressed woman and man separated by a screen.	- Title from item. - Signature: Hiroshige ga. - Hiroshige I was alive in 1852. It is less likely that the artist is Hiroshige II because this print is not of the Yokohama genre. - Seal date is unidentified. - Annotations, stamps, etc. on verso of print: 400110-230; Fine Prints Division LC. - Earlier control number: 54. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Literature--Japanese--1850-1860 Woodcuts--Japanese--Color--1850-1860. Woodcuts--Japanese--Color--1850-1860 1 print on hōsho paper : woodcut, color ; 21 x 34.5 cm. (block), 21.5 x 34.5 cm. (sheet)	https://www.loc.gov/item/2002700186/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10700/3g10706r.jpg
2002700120.jpg	Bankoku sankai tsuran bunzu			1850	Japanese print shows a map of the world with sailing ships on the seas and American and Russian soldiers.	- Title from item. - Typewritten annotation on back mount: A table of mileage from Nagasaki to various parts of the world and the names of the feudal lords who were assigned the duties of coast guards, the United States and Russians soldiers in insets. - Annotations, stamps, etc. on verso of print: 177; 47623a. - Annotation in pencil on back of mount: Yokohama print. - Earlier control number: 177. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Soldiers--American--1850-1900 - Soldiers--Russian--1850-1900 Charts--Japanese--1850-1900. Maps--Japanese--1850-1900. Woodcuts--Japanese--1850-1900. Charts--Japanese--1850-1900 Maps--Japanese--1850-1900 Woodcuts--Japanese--1850-1900 1 print on hōsho paper : woodcut, b&w ; 21 x 28 cm. (block), 23.8 x 32 cm. (sheet)	https://www.loc.gov/item/2002700120/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10300/3g10376r.jpg
2002700187.jpg	Shiodama yori jōkisha tsūkō no zu	Ikkei, artist	Japan		Japanese triptych print showing trains at a train station with foreigners walking in the foreground and sailing ships at sea in the background.	- Title from item. - Signature: Shōsai Ikkei fude (with pawlonia seal). - Seal date: Monkey. - Triptych matted in 3 sections: right (60a), center (60b), left (60c). - Annotations, stamps, etc. on verso of print: 25; 47623a; 25. - Earlier control number: 25. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Source of name (100): Lane, p. 278. - Railroads--Japan--1870-1880 - Railroad stations--Japan--1870-1880 - Foreign visitors--Japan--1870-1880 Triptychs--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880 Triptychs--Japanese--Color--1870-1880 1 print on hōsho paper (3 sheets) : woodcut, color ; each block 36.5 x 24.2 cm., each sheet 37 x 24.8 cm.	https://www.loc.gov/item/2002700187/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10429r.jpg
2002700190.jpg	Tōkyō shiodama tetsudō jōkisha tsūkō no zu	Ikkei, artist	Japan Tokyo		Japanese triptych print (one section only) showing a train at a train station with Japanese and foreign people in the foreground.	- Title from item. - Single section of a triptych. - Annotations, stamps, etc. on verso of print: 34; 47623a. - Earlier control number: 34. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Form of name on original record: [Ikkei]; Source of name (100): Lane, p. 278. - Railroads--Japan--Tokyo--1860-1880 - Railroad stations--Japan--Tokyo--1860-1880 - Foreign visitors--Japan--Tokyo--1860-1880 Triptychs--Japanese--Color--1860-1880. Woodcuts--Japanese--Color--1860-1880. Woodcuts--Japanese--Color--1860-1880 Triptychs--Japanese--Color--1860-1880 1 print on hōsho paper : woodcut, color ; 35.5 x 24.5 cm. (block), 37 x 25.5 cm. (sheet)	https://www.loc.gov/item/2002700190/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10437r.jpg
2002700192.jpg	Gojō nai tsuribashi no zu	Kobayashi, Kiyochika, 1847-1915, artist	Japan Tokyo		Japanese print showing drawbridge with Japanese and foreign people in foreground.	- Title from item. - Annotations, stamps, etc. on verso of print: 180; LC2585; 47623a (white label). - Earlier control number: 236.3-28. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Meiji no hanga / Kimata Ryoji. - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Form of name (100) in original record: [Kobayashi, Kiyochika]; Source of name (100): Meiji no hanga. (NOS) - Drawbridges--Japan--Tokyo--1850-1900 - Foreign visitors--Japan--Tokyo--1850-1900 Woodcuts--Japanese--Color--1850-1900. Woodcuts--Japanese--Color--1850-1900 1 print on hōsho paper : woodcut, color ; 20.5 x 32 cm. (block), 23 x 34.3 cm. (sheet)	https://www.loc.gov/item/2002700192/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10413r.jpg
2002700194.jpg	Gokakoku no uchi: Roshiyajin	Kunihisa, II, 1832-1891, artist Kakutei, Hideyoshi.		1861	Japanese print showing warmly dressed, standing Russian couple and Japanese-Russian vocabulary.	- Title from item. - Signature: Kunihisa ga. - Seal date: Cock 10. - From series entitled: Gokakoku no uchi (People of the five nations). - Annotations, stamps, etc. on verso of print: 47623a (white label); LC2585. - Yokohama : prints from nineteenth-century Japan / Ann Yonemura. Washington, D.C. : Arthur M. Sackler Gallery : Smithsonian Institution Press, c1990, no. 32 (variant) - Earlier control number: 4891-1. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Source of name (100): Lane, p. 294; No NAR for 100; no NAR for 700. - Russians--Clothing & dress--1860-1870 Woodcuts--Japanese--Color--1860-1870. Woodcuts--Japanese--Color--1860-1870 1 print on hōsho paper : woodcut, color ; 34 x 21 cm. (block), 37 x 23.5 cm. (sheet)	https://www.loc.gov/item/2002700194/	https://tile.loc.gov/storage-services/service/pnp/cph/3g10000/3g10000/3g10400/3g10423r.jpg
2002700197.jpg	Yokohama tetsudō jōki shussha no zu	Utagawa, Kunisada, 1823-1880, artist	Japan Yokohama	1872	Japanese triptych print showing a train full of passengers with city, cliff, mountains, and ships sailing on sea in the background.	- Title from item. - Signature: Baidō Kunimasa fude. - Triptych matted in 3 separate sections: right (66a), center (66b), left (66c). - Annotations, stamps, etc. on verso of print: 32; 47623a. - Earlier control number: 32. - Gift; Mrs. E. Crane Chadbourne; 1930; (DLC/PP-1930:47623a). - Forms part of: Chadbourne collection of Japanese prints (Library of Congress). - Form of name (100) in original record: Kunimasa III; Source of name (100): Lane, p. 296. - Railroads--Japan--Yokohama-shi--1870-1880 - Passengers--Japan--Yokohama-shi--1870-1880 Triptychs--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880. Woodcuts--Japanese--Color--1870-1880 Triptychs--Japanese--Color--1870-1880 1 print on hōsho paper (3 sheets) : woodcut, color ; 36.5 x 24 cm.(each block); 37 x 24.2 cm. (each sheet)	https://www.loc.gov/item/2002700197/	https://tile.loc.gov/storage-services/service/pnp/ppmsca/57400/57449r.jpg
